11:21:38	  23.73
11:22:49	  23.68
11:22:53	  23.81
11:23:00	  23.63
11:23:04	  23.64
11:23:18	  23.67
11:23:22	  23.65
11:23:26	  23.47
11:23:31	  23.56
11:23:43	  23.70
11:28:11	  23.67
11:28:16	  23.52
11:28:20	  23.50
11:28:26	  23.63
11:28:40	  23.62
11:28:58	  23.55
11:29:41	  23.74
11:29:46	  23.83
11:29:51	  23.78
11:29:56	  24.11
11:30:06	  23.82
11:35:38	  23.78
11:35:42	  23.64
11:35:47	  23.61
11:35:52	  23.79
11:36:03	  23.69
11:36:55	  20.36
11:37:01	  20.33
11:37:09	  20.27
11:38:03	  20.45
11:38:07	  20.43
11:38:11	  20.36
11:38:14	  20.43
11:41:24	  23.71
11:41:29	  23.70
11:41:35	  23.66
11:41:40	  23.74
